,_id,tappa_intermedia,tappa_intermedia_lat,tappa_intermedia_lng
0,2313,Uscita autostradale val vibrata (24 m slm),42.8334296178355,13.9025974273682
1,2313,Bivio Sant'Omero (128 m slm),42.7974789984136,13.7990427017212
2,2313,Sant'Egidio alla vibrata (227 m slm),42.8120254615352,13.7267303466797
3,2313,Bivio corropoli (436 m slm),42.7752748815574,13.6515212059021
4,2313,Bivio risteccio (444 m slm),42.7664382628579,13.6534309387207
5,1569,Rotonda nilo alba adriatica (4 m slm),42.836387844687,13.9318656921387
6,1569,Coropoli centro (121 m slm),42.8266944030174,13.8361859321594
7,2591,Si parte dalal rampasud del ponte ciclopedonale sul Vibrata. (2 m slm),42.8377095598496,13.9310932159424
8,2591,"Questo tratto fluviale è oasi aviofaunistica, adatta al birdwatching. (1 m slm)",42.8383074693264,13.9290869235992
9,2591,Ansa del torrente (0 m slm),42.838748030502,13.9242267608643
10,2591,La pista termina sulla ex statale adriatica. (7 m slm),42.8357191089833,13.9192485809326
11,3801,Partenza (1279 m slm),42.2329095809579,13.4951589162739
12,3801,Arrivo (1277 m slm),42.2327284870553,13.4959047973387
13,5758,Partita da isola (419 m slm),42.5008763747784,13.6615711202467
14,5758,Percorso isola anellovista di castelli (371 m slm),42.5140228532753,13.6706702440461
15,5659,Partenza da Campo Staffi (1780 m slm),41.9245383,13.3371368000001
16,5659,Bivio per Moscosa o Campo Staffi (1599 m slm),41.9184774,13.3685805
17,5659,Fonte della Moscosa (1644 m slm),41.9070217,13.375826
18,5659,Rientro su strada Asfaltata (1251 m slm),41.9047709,13.3510805999999
19,5659,Filettino (1020 m slm),41.8906623,13.3243603
20,5659,Altipiani di Arcinazzo (848 m slm),41.8494333,13.1929071
21,5769,Partenza da Campo Staffi (1780 m slm),41.9245383,13.3371368000001
22,5769,Bivio per Moscosa o Campo Staffi (1599 m slm),41.9184774,13.3685805
23,5769,Fonte della Moscosa (1644 m slm),41.9070217,13.375826
24,5769,Rientro su strada Asfaltata (1251 m slm),41.9047709,13.3510805999999
25,5769,Filettino (1020 m slm),41.8906623,13.3243603
26,5769,Altipiani di Arcinazzo (842 m slm),41.8494333,13.1929071
27,3585,Teatro (709 m slm),42.0423889435592,13.4222808480263
28,3585,Centro Servizi Culturali (Biblioteca) (711 m slm),42.0427992834881,13.4240859746933
29,3585,Liceo Psico Pedagogico (715 m slm),42.0434008421985,13.4267735481262
30,3585,Liceo Scientifico (716 m slm),42.0437314992053,13.4282326698303
31,3585,Liceo Industriale (719 m slm),42.0456875142204,13.4285008907318
32,3585,Ospedale (753 m slm),42.0540407335209,13.4244990348816
33,1887,Partenza (681 m slm),42.0232355343356,13.430871963501
34,1887,Arrivo (681 m slm),42.0181025396091,13.4295415878296
35,2290,Attraversamento ciclo-pedonale su dosso artificiale (76 m slm),42.8185891412998,13.8536417484283
36,2290,Inizio anello (76 m slm),42.8179516921554,13.8530945777893
37,2305,Partenza (75 m slm),42.8156772830159,13.8531589508057
38,2305,Corropoli (75 m slm),42.8156772830159,13.8531589508057
39,1927,Inizio dallo svincolo della superstrada (725 m slm),41.9747105962473,13.4025049209595
40,1927,Fine allo svincolo per Cese (757 m slm),41.9925110911032,13.4147357940674
41,2423,"Ceppo, piazzale di partenza (1341 m slm)",42.6714241591723,13.4653759002686
42,2423,Monumento ai caduti (1369 m slm),42.6659020296744,13.4642601013184
43,2423,Finisce la strada brecciata e inizia il sentiero. Qui conviene lasciare la bici e proseguire a piedi. Proseguono in bici sul sentiero solo i più esperti e allenati (1556 m slm),42.6677638310075,13.4186840057373
44,2672,B (929 m slm),41.9223649245445,13.8572788238525
45,2672,A (931 m slm),41.9141900146311,13.8639307022095
46,1913,Partenza dal campo sportivo (921 m slm),41.9353117109526,13.8458204269409
47,1913,Non so se finisca qui. cmq la stanno ampliando (817 m slm),41.9463327669717,13.8271629810333
48,3178,Inizio pista ciclabile (3 m slm),42.2493162956854,14.5123520493507
49,3178,Fine pista ciclabile (3 m slm),42.2457821112522,14.5187839865685
50,3190,Inizio pista ciclabile (389 m slm),42.230249207969,14.2929875850677
51,3190,Fine pista ciclabile (411 m slm),42.2246085987099,14.2813789844513
52,3181,Inizio pista ciclabile (299 m slm),42.2315123175899,14.1728729009628
53,3181,Fine pista ciclabile ciclabile (399 m slm),42.2206519269774,14.1555726528168
54,4194,Partenza: ingresso città vecchia (20 m slm),42.0038650788337,14.9964237213135
55,4194,San Salvo Marina (2 m slm),42.0632969045408,14.7837781906128
56,4194,Vasto Marina (3 m slm),42.1005628315312,14.7201991081238
57,4194,Parco Naturale Regionale Punta Aderci (18 m slm),42.1815326916561,14.6737861633301
58,4194,Lido di Casalbordino (1 m slm),42.1942200609328,14.6356344223022
59,4194,Trabocco Le Morge (19 m slm),42.2143588780727,14.582097530365
60,4194,Marina di Torino di Sangro (2 m slm),42.2273892437268,14.555441737175
61,4194,Fossacesia Marina (1 m slm),42.2430141903627,14.5235180854797
62,4194,Bivio per la Basilica di San Giovanni in Venere (16 m slm),42.2557448268596,14.504292011261
63,4194,Promontorio dannunziano. (23 m slm),42.2963894130733,14.4649600982666
64,4194,San Vito Chietino (20 m slm),42.3016903282445,14.4559478759766
65,4194,Porto di Ortona (13 m slm),42.3582585088962,14.4076251983643
66,4194,Ortona (73 m slm),42.352232913662,14.4028186798096
67,2358,Innesto con la pista ciclabile (2 m slm),42.734487546694,13.9798450469971
68,2358,Termine/inizio strada asfaltata (2 m slm),42.7203603258595,13.9894580841064
69,3317,Inizio sentiero (1268 m slm),42.3109261859995,13.8303923606873
70,3317,Fine sentiero (866 m slm),42.3346285243639,13.8326668739319
71,3837,Sant'egidio alla vibrata (244 m slm),42.8257501553692,13.7118816375732
72,3837,Ancarano (278 m slm),42.8368028505581,13.7413993477821
73,76,Da nord si sale sul ponte ciclopedonale di legno che attraversa il torrente Vibrata (sulla foce c'ï¿½ un'oasi aviofaunistica). Oltre il ponte si ï¿½ nel terriotrio di AlbaAdriatica. (0 m slm),42.8385906875856,13.9308786392212
74,76,Pineta di Alba Adriatica (2 m slm),42.8256714674141,13.9355134963989
75,76,Tortoreto lido (2 m slm),42.7994942969646,13.945255279541
76,76,Giulianova (0 m slm),42.7542602505221,13.9692556858063
77,76,Porto di Giulianova (0 m slm),42.7544965866001,13.9703178405762
78,76,Porto di Giulianova (0 m slm),42.7504157237499,13.9731073379517
79,76,Giulianova sud (2 m slm),42.7401493536673,13.9794266223907
80,76,Ponte di legno sul fiume Tordino (2 m slm),42.7384197372603,13.9775598049164
81,76,Ponte di legno sul fiume Tordino (2 m slm),42.7370368028176,13.9791691303253
82,76,Termine/inizio pista ciclabile (2 m slm),42.7343102375016,13.9793729782104
83,76,Prosegue sul lungomare di Cologna Spiaggia (2 m slm),42.7319780593915,13.9829369199529
84,76,Ricongiunzione con il lungomare ciclabile di Roseto (0 m slm),42.6949516598662,14.0042515397042
85,463,Inizio pista (0 m slm),42.651037175605,14.0400981903076
86,463,Villaggio turistico Hapimag (0 m slm),42.6490486135786,14.041246175766
87,463,Parcheggio auto (0 m slm),42.6470520964788,14.0424692630768
88,463,Parcheggio auto (0 m slm),42.6428457855336,14.0449583530426
89,463,Pineta (0 m slm),42.6168716341151,14.062687754631
90,463,Ponte sul Calvano (0 m slm),42.6125251053646,14.0662631392479
91,463,Ponte di acciaio sul torrente Calvano (0 m slm),42.6123474476195,14.066374450922
92,463,Inizio/fine pineta (0 m slm),42.6102510512,14.0672528743744
93,463,Inizio tratto in terra battuta sotto la pineta (0 m slm),42.6006248816669,14.0747845172882
94,463,Torre di Cerrano (0 m slm),42.5851006362982,14.0897700190544
95,463,Ponte ciclopedonale di legno (0 m slm),42.5715359716839,14.1005820035934
96,2935,Bivio corropoli (75 m slm),42.8156772830159,13.8531589508057
97,2935,Corropoli (121 m slm),42.8263009682501,13.8361215591431
98,2935,Controguerra (243 m slm),42.8553769173741,13.8218092918396
99,2935,Colonnella (277 m slm),42.8717654402155,13.8660979270935
100,4543,Cupello (289 m slm),42.0703794493886,14.671111869975
101,4543,Strada urbana (290 m slm),42.0727938306548,14.6642454148969
102,4543,Santa lucia (275 m slm),42.0813775520921,14.6584631275618
103,4543,Monteodorisio (280 m slm),42.0892896414342,14.6532229450531
104,2117,Al confine con il Comune di Ascoli Piceno (5 m slm),42.893654,13.896364
105,2117,Confine con il Comune di Ascoli Piceno (46 m slm),42.859341,13.734305
106,1733,Incrocio con la statale adriatica SS16. è in costruzione una rotatoria dotata di corsia ciclabiel esterna. (5 m slm),42.7804723036295,13.9482164382935
107,1733,"Passaggio sotot lo spettacolare viadotto Salinelli, il più alto dell'intera autostrada .adriatica (15 m slm)",42.7815904798364,13.9340329170227
108,1733,Inizia l'abitato di contrada Salino. (18 m slm),42.7849448872918,13.9186906814575
109,1733,"Fine abitato di Salino. Rotatoria, attenzione: sprovvista di spazi per le bici. Girando verso sud si prende la strada poco trafficata che conduce a Giulianova, segnalata su Pisteciclabili.com e frequentata da bmk, podisti e appassionati di equitazione. (25 m slm)",42.7864251783192,13.9066314697266
110,1733,"Sul lato sud si gira per il %22parco dello Zar%22, un laghetto-zoo-equitazione, adatto per una pausa di ristoro. Uno dei gestori è stato ciclista e soprattutto meccanico in squadre del ciclismo professistico. (29 m slm)",42.7908185996219,13.8911604881287
111,1733,"Distributre con bar, ottimo per una pausa tecnica e per rifocillarsi. (37 m slm)",42.794251235088,13.8736939430237
112,1733,"A nord si può svoltare sulla sterrata %22via Torquato Vibrata%22, che passando attraverso splendidi vigneti e aperta campagna scollina con minimo dislivello verso la Val Vibrata e Nereto. (70 m slm)",42.7819212041404,13.826208114624
113,1733,"Incrocio con strada asfaltata e a veloce. Verso sud si va per Teramo, verso nord si arriva in Val Vibrata (119 m slm)",42.7802518157967,13.7702894210815
114,1733,"Si attraversa il torrente Salinello e si entra nel terrotorio di Civitella del Tronto, celebre e spettacolare rocca dell'epoca di Carlo V costruita un un crinale a strapiombo. (134 m slm)",42.7871495631565,13.7586164474487
115,1733,Qui termina la strada quasi pianeggiante. Oltre il percorso è per passisti e scalatori. (152 m slm),42.7896376030364,13.7417507171631
116,1678,Partenza da fonte medoro comune di Tollo (43 m slm),42.3437009513752,14.3085765838623
117,1678,Ingressu sul Bosco la Selva (168 m slm),42.3049912714902,14.283299446106
118,4080,Sulla strada per Castel del Monte immettersi sullo sterrato a destra sotto il piccolo viadotto (1448 m slm),42.3935442064647,13.7534236907959
119,4080,Sulla strada per Campo Imperatore (1491 m slm),42.4056502709969,13.74192237854
120,4076,Sulla strada per Campo Imperatore (1503 m slm),42.4069811617521,13.7445831298828
121,4076,Fonte Vetica (dove finisce l'asfalto) (1605 m slm),42.4240267412241,13.742823600769
122,4077,Sulla strada per Campo Imperatore a destra (1539 m slm),42.4080585288262,13.7323951721191
123,4077,Ex miniera (1766 m slm),42.4263709380216,13.7144565582275
124,2719,Inzizio tratto ciclopedonale (5 m slm),42.4203122769608,14.2925369739532
125,2719,Fine tratto ciclopedonale (9 m slm),42.4156312634248,14.3006479740143
126,1761,Rampa nord ponte stradale con corsia ciclabile e pedonale (1 m slm),42.4261491934296,14.2809498310089
127,1761,Margine nord della pista (0 m slm),42.4314154155899,14.2731177806854
128,1760,Estremo sud della ciclabile (1 m slm),42.4036142703863,14.3216550350189
129,1760,Estremo nord della pista (4 m slm),42.4126371324624,14.3055403232574
130,2505,Fine ciclabile (0 m slm),42.4035588141924,14.32148873806
131,2505,Foce del fiume Foro. C'è un ponte stradale in costruzione con cantiere bloccato. Basta fare una rampetta sterrata ed entrare nell'area cantiere. (0 m slm),42.4014989779814,14.3258339166641
132,597,Campotosto (1412 m slm),42.5591498121159,13.3675932884216
133,597,Ponte delle Stecche (1335 m slm),42.5274047365628,13.3685803413391
134,597,Ponte delle Stecche (1329 m slm),42.523577795958,13.3722281455994
135,599,"Bivio Mascioni, possibile punto di partenza e arrivo (1349 m slm)",42.5278158815241,13.3472943305969
136,599,Ponte delle stecche (1329 m slm),42.5235145387719,13.3723139762878
137,599,Ponte delle stecche (1335 m slm),42.5273731099152,13.3686232566833
138,599,"Bivio Mascioni, possibile punto di partenza o arrivo (1349 m slm)",42.5277526286293,13.3475089073181
139,2779,Sede dell'Unionevia Achille Rosica (421 m slm),42.2200004030376,14.2839431762695
140,2779,Poggiofiorito (308 m slm),42.2549507262994,14.3168163299561
141,2779,Arielli (294 m slm),42.2641616780534,14.3055725097656
142,2779,Tollo (144 m slm),42.3433203164108,14.3193054199219
143,2779,Canosa Sanita (234 m slm),42.3009285475335,14.3059158325195
144,2779,Filetto (423 m slm),42.2300426593371,14.2451477050781
145,2779,Sede dell'Unione (425 m slm),42.2198732756314,14.2829132080078
146,2802,Punto di partenza (0 m slm),42.7145745270515,13.6595249176025
147,2802,Roiano (0 m slm),42.7035059104184,13.6369943618774
148,2802,Rifugio delle Aquile (0 m slm),42.6937285677378,13.6185836791992
149,2802,Bivio (0 m slm),42.6925930346205,13.6137771606445
150,2802,Bivio (0 m slm),42.6894386670259,13.6080265045166
151,2802,"PASSO DI PIETRA STRETTA, metri 1455 slm (0 m slm)",42.7134236090131,13.5872554779053
152,2802,Piano Maggiore (0 m slm),42.7333330577461,13.5769557952881
153,2802,Bivio (0 m slm),42.7368004001668,13.558931350708
154,2802,Macchia da sole (0 m slm),42.7446169700104,13.5734367370605
155,6108,Scala Santa (439 m slm),42.726104,13.6870329999999
156,6108,Inizio Salita per Morge (439 m slm),42.732894,13.7025630000001
157,6108,Inizio Brutto sterrato in discesa (comunque fattibile) (137 m slm),42.789827,13.8163050000001
158,6108,Fine Brutto sterrato (132 m slm),42.791792,13.820736
159,1686,Incorcio con la SS16 (3 m slm),42.7785666328562,13.9496111869812
160,1686,Ponte sul Salinello (19 m slm),42.7843622098384,13.9061379432678
161,1686,Incrocio rotatoria SP8 Fondovalle salinello (25 m slm),42.7863779355353,13.9064168930054
162,5604,Bello il centro storico di Giulianova (69 m slm),42.750349018062,13.956619015624
163,5604,Il Paese di Montone merita una visita: attenzione però che la strada di accesso è decisamente ripida! (173 m slm),42.765852966075,13.926186981882
164,5604,Punto di Ristoro (212 m slm),42.755486035059,13.840019005622
165,2497,Partenza dallo stadio Fadini di Giulianova. (70 m slm),42.7496672737983,13.9546054601669
166,2497,Alla fine della discesa sulla Via per Mosciano prendere la strada di breccia a sinistra che si inoltra per campagne. (49 m slm),42.7470358095929,13.9490050077438
167,2497,Attraversare l'autostrada. (63 m slm),42.7231190317976,13.9220595359802
168,2497,Si costeggia l'autostrada. (64 m slm),42.7231781455825,13.9200237393379
169,2497,Alla rotonda ci si dirige verso Santa Maria dell'Arco. (71 m slm),42.719997743959,13.9153432846069
170,2497,Santa Maria dell'Arco. (72 m slm),42.7165294621966,13.9089703559875
171,1043,Innesto dal sottopasso di v. Lepanto (3 m slm),42.7435138847955,13.9695453643799
172,1043,"Fine sulla statale, c'è attraversamento con striscie pedonali per imboccare via della fonte, dalla quale si prosegue per Giulianova Alta. (5 m slm)",42.7402517893941,13.9698028564453
173,757,Ciclabile corridoio verde adriatico (1 m slm),42.7542602505221,13.9692449569702
174,757,sottofasso (2 m slm),42.7527476782811,13.9652323722839
175,757,Stazione FS (2 m slm),42.7526531412903,13.9647817611694
176,1023,Partenza (3 m slm),42.7682773600277,13.9582049846649
177,1023,Rotatoria: attraversamento della via Nervi su percorso con striscie tratteggiate. (0 m slm),42.7696556625817,13.9574003219604
178,1023,Fine ciclabile; è in progetto la prosecuzione verso nord del viale ocn relativa ciclabile. (0 m slm),42.7721050274369,13.956053853035
179,1555,"Grasciano, incrocio (44 m slm)",42.7015155995227,13.9145857750844
180,1555,Cordesco (74 m slm),42.6973006302788,13.8750350475311
181,2891,Villa Lempa (0 m slm),42.7962508936736,13.6393547058105
182,2891,Santa Maria a Corte (nel borgo c'è una fontanella) (0 m slm),42.8181012178532,13.6056876182556
183,2891,Innesto con la strada principale che da Ascoli sale a San Giacomo (0 m slm),42.8233737349631,13.5930490493774
184,2891,Colle San Marco (0 m slm),42.8299362101734,13.5807538032532
185,90,Contrada Piane (143 m slm),42.832513010834,13.8321304321289
186,90,Punto iniziale/finale (75 m slm),42.8185576624839,13.8536739349365
187,2362,Torricella Sicura (0 m slm),42.6569709192748,13.6551904678345
188,2362,Piano Grande (0 m slm),42.6492380031774,13.649890422821
189,2362,Cavuccio (0 m slm),42.6421670670647,13.654568195343
190,2362,Villa Ripa (0 m slm),42.6337061294952,13.6515426635742
191,2362,Chiesa di Santa Maria di Ponte a Porto (0 m slm),42.6284964166752,13.6408567428589
192,2362,Travazzano (0 m slm),42.6270755070713,13.6410284042358
193,2362,Frondarola (0 m slm),42.6209494365696,13.6478519439697
194,1912,Partenza (991 m slm),41.7561707348245,13.9885514974594
195,1912,Fine (981 m slm),41.7681629455831,13.9509254693985
196,3182,Attraversamento pedonale obliquo (261 m slm),42.2264577412884,14.4077096879482
197,3182,Campo da baseball (248 m slm),42.2345706858699,14.4110986590385
198,3182,Piccola area ristoro (246 m slm),42.2339669677676,14.4113776087761
199,3363,Hotel Le Morge (7 m slm),42.2042982323508,14.5970588922501
200,3363,Lido Le Morge (0 m slm),42.2042902849199,14.6039468050003
201,3363,Attraversamento Osento (0 m slm),42.2037895947575,14.6056526899338
202,3363,Lido di Casalbordino (2 m slm),42.2005548817413,14.6151906251907
203,1035,Il percorso sud partedalponte della ex sratale (0 m slm),42.8362147608461,13.9190018177032
204,1035,Innesto con la rampa nord del ponte ciclopedonale sul Vibrata (0 m slm),42.8386693590938,13.9309430122375
205,1726,Scavalcare l'argine terrapieno ch esepara la ciclabile dall'area fluviale (0 m slm),42.7392747032629,13.9776241779327
206,1726,Si passa sotto il ponte ciclopedonale in legno (0 m slm),42.738368520912,13.9761972427368
207,1726,Altro passaggio sull'argien terrpaieno possibile (1 m slm),42.7378484450599,13.9753925800323
